,player_id,player,year,team_id,draft_pick,height_no_shoes,height_with_shoes,wingspan,standing_reach,vertical_max,vertical_max_reach,vertical_no_step,vertical_no_step_reach,weight,body_fat,hand_length,hand_width,bench,agility,sprint,season
157,203903,Jordan Clarkson,2014,1610612739,46.0,75.25,77.0,80.0,98.0,38.5,136.5,33.0,131.0,186.0,4.3,8.25,9.0,,10.76,3.28,2018
158,203957,Dante Exum,2014,1610612762,5.0,76.5,78.0,81.5,103.0,34.5,137.5,31.5,134.5,196.0,6.4,8.5,9.5,,10.75,3.19,2018
159,203895,Jordan McRae,2014,1610612764,58.0,75.75,77.25,84.5,104.0,34.5,138.5,27.5,131.5,179.0,5.2,8.75,8.5,,11.07,3.39,2018
160,203935,Marcus Smart,2014,1610612738,6.0,74.0,75.25,81.25,99.0,36.0,135.0,33.0,132.0,227.0,10.6,9.0,8.75,,10.82,3.26,2018
161,203944,Julius Randle,2014,1610612740,7.0,79.75,81.0,84.0,105.5,35.5,141.0,29.0,134.5,250.0,9.4,8.75,8.25,,11.45,3.27,2018
162,203917,Nik Stauskas,2014,1610612739,8.0,77.25,78.5,79.75,102.0,35.5,137.5,29.0,131.0,207.0,12.1,8.5,8.5,,10.79,3.27,2018
163,203917,Nik Stauskas,2014,1610612757,8.0,77.25,78.5,79.75,102.0,35.5,137.5,29.0,131.0,207.0,12.1,8.5,8.5,,10.79,3.27,2018
164,203943,Noah Vonleh,2014,1610612752,9.0,80.0,81.5,88.25,108.0,37.0,145.0,31.0,139.0,247.0,7.3,9.75,11.75,,11.45,3.28,2018
165,1629126,Deonte Burton,2014,1610612760,,72.0,73.25,79.0,97.5,39.5,137.0,29.0,126.5,193.0,7.7,8.25,8.0,,11.28,3.28,2018
166,203920,Khem Birch,2014,1610612753,,79.5,81.25,85.0,107.0,35.5,142.5,30.5,137.5,209.0,6.0,9.0,8.5,,11.6,3.26,2018
167,1626159,Justise Winslow,2015,1610612748,10.0,76.5,78.5,82.25,104.5,,,,,222.0,5.3,8.5,9.25,,,,2018
168,1626167,Myles Turner,2015,1610612754,11.0,81.75,83.5,88.0,112.0,,,,,239.0,9.3,9.25,9.25,,,,2018
169,1626168,Trey Lyles,2015,1610612743,12.0,81.0,82.25,85.5,108.0,,,,,241.0,12.1,9.25,10.25,,,,2018
170,1626164,Devin Booker,2015,1610612756,13.0,76.5,77.75,80.25,102.5,34.5,137.0,27.5,130.0,206.0,8.3,8.75,9.0,8.0,10.22,3.28,2018
171,1626166,Cameron Payne,2015,1610612739,14.0,72.75,73.5,79.25,97.5,35.5,133.0,30.0,127.5,183.0,6.3,8.5,8.25,,10.89,3.28,2018
172,1626166,Cameron Payne,2015,1610612741,14.0,72.75,73.5,79.25,97.5,35.5,133.0,30.0,127.5,183.0,6.3,8.5,8.25,,10.89,3.28,2018
173,1626179,Terry Rozier,2015,1610612738,16.0,72.75,74.25,80.25,98.5,38.0,136.5,33.0,131.5,190.0,5.6,8.25,8.75,7.0,10.88,3.15,2018
174,1626155,Sam Dekker,2015,1610612764,18.0,79.75,81.0,83.5,106.0,34.5,140.5,25.5,131.5,219.0,7.5,8.5,9.25,5.0,10.71,3.28,2018
175,1626155,Sam Dekker,2015,1610612739,18.0,79.75,81.0,83.5,106.0,34.5,140.5,25.5,131.5,219.0,7.5,8.5,9.25,5.0,10.71,3.28,2018
176,1626170,Jerian Grant,2015,1610612753,19.0,75.25,76.25,79.5,100.0,,,,,198.0,5.6,8.25,8.5,,,,2018
177,1626156,D'Angelo Russell,2015,1610612751,2.0,75.25,77.0,81.75,102.0,,,,,193.0,8.3,8.75,9.75,,,,2018
178,1626153,Delon Wright,2015,1610612763,20.0,76.25,77.5,79.5,101.5,31.0,132.5,29.5,131.0,181.0,6.6,8.0,8.5,4.0,11.21,3.29,2018
179,1626153,Delon Wright,2015,1610612761,20.0,76.25,77.5,79.5,101.5,31.0,132.5,29.5,131.0,181.0,6.6,8.0,8.5,4.0,11.21,3.29,2018
180,1626147,Justin Anderson,2015,1610612737,21.0,77.25,78.25,83.75,101.0,43.0,144.0,38.0,139.0,231.0,5.0,8.5,9.5,12.0,11.1,3.22,2018
181,1626171,Bobby Portis,2015,1610612764,22.0,81.5,82.5,86.0,108.5,31.5,140.0,25.0,133.5,246.0,8.9,9.5,9.25,5.0,11.71,3.56,2018
182,1626171,Bobby Portis,2015,1610612741,22.0,81.5,82.5,86.0,108.5,31.5,140.0,25.0,133.5,246.0,8.9,9.5,9.25,5.0,11.71,3.56,2018
183,1626178,Rondae Hollis-Jefferson,2015,1610612751,23.0,77.5,79.0,86.0,104.0,38.0,142.0,32.0,136.0,211.0,5.0,8.75,9.75,13.0,10.51,3.12,2018
184,1626145,Tyus Jones,2015,1610612750,24.0,72.25,74.0,77.0,97.0,32.5,129.5,26.5,123.5,185.0,6.5,8.25,8.75,2.0,11.89,3.32,2018
185,1626185,Jarell Martin,2015,1610612753,25.0,80.0,81.25,81.75,106.5,34.5,141.0,28.5,135.0,239.0,10.1,8.25,,19.0,11.12,3.27,2018
186,1626191,Chris McCullough,2015,1610612765,29.0,80.25,81.0,87.25,109.0,,,,,199.0,6.2,8.75,8.75,,,,2018
187,1626172,Kevon Looney,2015,1610612744,30.0,80.0,81.25,87.5,110.0,,,,,222.0,11.9,9.5,9.25,,,,2018
188,1626149,Montrezl Harrell,2015,1610612746,32.0,79.0,79.5,88.25,109.0,,,,,253.0,11.9,9.0,9.75,,,,2018
189,1626148,Anthony Brown,2015,1610612755,34.0,77.25,80.5,83.25,104.5,34.5,139.0,27.5,132.0,211.0,6.1,8.5,9.0,4.0,11.06,3.18,2018
190,1626158,Richaun Holmes,2015,1610612756,37.0,80.25,81.5,85.5,108.0,36.0,144.0,32.5,140.5,243.0,8.8,8.5,8.5,15.0,11.37,3.32,2018
191,1626192,Pat Connaughton,2015,1610612749,41.0,76.0,77.25,80.75,96.0,44.0,140.0,37.5,133.5,215.0,10.2,8.5,9.25,13.0,10.74,3.2,2018
192,1626150,Andrew Harrison,2015,1610612740,44.0,76.5,77.5,81.0,100.0,33.0,133.0,26.5,126.5,213.0,5.9,8.25,9.25,,11.16,3.34,2018
193,1626150,Andrew Harrison,2015,1610612739,44.0,76.5,77.5,81.0,100.0,33.0,133.0,26.5,126.5,213.0,5.9,8.25,9.25,,11.16,3.34,2018
194,1626150,Andrew Harrison,2015,1610612763,44.0,76.5,77.5,81.0,100.0,33.0,133.0,26.5,126.5,213.0,5.9,8.25,9.25,,11.16,3.34,2018
195,1626181,Norman Powell,2015,1610612761,46.0,75.0,76.25,82.75,102.5,40.5,143.0,32.5,135.0,215.0,6.4,9.25,9.0,5.0,10.76,3.2,2018
196,1626161,Willie Cauley-Stein,2015,1610612758,6.0,83.25,84.5,87.0,111.0,,,,,242.0,6.3,9.5,9.0,,,,2018
197,1626169,Stanley Johnson,2015,1610612740,8.0,77.0,78.5,83.5,102.0,,,,,242.0,7.5,9.0,9.0,,,,2018
198,1626169,Stanley Johnson,2015,1610612765,8.0,77.0,78.5,83.5,102.0,,,,,242.0,7.5,9.0,9.0,,,,2018
199,1626163,Frank Kaminsky,2015,1610612766,9.0,83.75,84.75,83.0,109.5,,,,,231.0,9.4,8.5,9.5,,,,2018
200,1626210,Alan Williams,2015,1610612751,,79.25,80.25,85.75,106.5,28.5,135.0,25.5,132.0,261.0,12.0,8.5,9.5,8.0,12.07,3.5,2018
201,1626184,Chasson Randle,2015,1610612764,,72.75,73.5,79.0,96.5,39.5,136.0,33.5,130.0,179.0,4.5,8.5,9.5,6.0,10.61,3.2,2018
202,1626174,Christian Wood,2015,1610612740,,81.25,82.5,87.25,111.5,,,,,216.0,14.7,9.25,10.75,,,,2018
203,1626174,Christian Wood,2015,1610612749,,81.25,82.5,87.25,111.5,,,,,216.0,14.7,9.25,10.75,,,,2018
204,1626187,Michael Frazier,2015,1610612745,,75.75,76.25,80.0,101.5,35.0,136.5,24.0,125.5,199.0,7.4,8.25,9.25,10.0,10.8,3.32,2018
205,1626188,Quinn Cook,2015,1610612744,,72.25,74.0,76.0,96.5,31.0,127.5,24.5,121.0,179.0,6.7,7.5,8.25,14.0,11.28,3.38,2018
206,204456,T J  McConnell,2015,1610612755,,72.5,74.0,74.0,96.5,31.5,128.0,26.0,122.5,188.0,7.3,7.5,7.0,7.0,10.84,3.3,2018
207,1626203,Treveon Graham,2015,1610612751,,76.75,77.75,82.5,103.0,31.5,134.5,28.5,131.5,219.0,5.5,8.5,8.25,11.0,11.6,3.3,2018
208,1627748,Thon Maker,2016,1610612765,10.0,83.75,84.75,87.0,110.5,36.5,147.0,32.0,142.5,216.0,6.1,8.75,9.5,,11.15,3.33,2018
209,1627748,Thon Maker,2016,1610612749,10.0,83.75,84.75,87.0,110.5,36.5,147.0,32.0,142.5,216.0,6.1,8.75,9.5,,11.15,3.33,2018
210,1627752,Taurean Prince,2016,1610612737,12.0,78.5,79.75,83.5,102.0,36.0,138.0,34.0,136.0,220.0,6.5,9.0,8.5,,10.96,3.24,2018
211,1627756,Denzel Valentine,2016,1610612741,14.0,76.0,77.75,82.75,102.0,32.0,134.0,27.0,129.0,210.0,9.2,8.5,9.75,,10.51,3.46,2018
212,1628382,Justin Jackson,2016,1610612742,15.0,79.0,80.25,82.75,103.5,34.5,138.0,29.5,133.0,193.0,7.6,8.75,8.75,,11.32,3.26,2018
213,1628382,Justin Jackson,2016,1610612758,15.0,79.0,80.25,82.75,103.5,34.5,138.0,29.5,133.0,193.0,7.6,8.75,8.75,,11.32,3.26,2018
214,1627740,Henry Ellenson,2016,1610612752,18.0,82.0,83.5,86.25,108.0,,,,,242.0,11.2,8.5,9.75,,,,2018
215,1627740,Henry Ellenson,2016,1610612765,18.0,82.0,83.5,86.25,108.0,,,,,242.0,11.2,8.5,9.75,,,,2018
216,1627736,Malik Beasley,2016,1610612743,19.0,75.5,76.5,79.0,100.5,,,,,190.0,6.9,8.5,9.0,,,,2018
217,1627747,Caris LeVert,2016,1610612751,20.0,77.75,79.0,82.0,101.0,,,,,191.0,7.6,8.5,9.25,,,,2018
218,1627781,Malachi Richardson,2016,1610612761,22.0,76.75,78.25,84.0,101.5,38.0,139.5,33.0,134.5,200.0,7.0,8.75,10.0,,10.56,3.33,2018
219,1628403,Caleb Swanigan,2016,1610612758,26.0,79.5,80.5,87.5,107.0,29.0,136.0,26.0,133.0,247.0,12.6,9.0,10.25,,12.8,,2018
220,1628403,Caleb Swanigan,2016,1610612757,26.0,79.5,80.5,87.5,107.0,29.0,136.0,26.0,133.0,247.0,12.6,9.0,10.25,,12.8,,2018
221,1627783,Pascal Siakam,2016,1610612761,27.0,80.25,81.5,87.25,107.5,36.5,144.0,30.5,138.0,227.0,5.2,9.25,10.0,,11.25,3.41,2018
222,1627746,Skal Labissiere,2016,1610612757,28.0,82.5,83.75,86.5,105.5,,,,,216.0,5.7,8.75,9.0,,,,2018
223,1627746,Skal Labissiere,2016,1610612758,28.0,82.5,83.75,86.5,105.5,,,,,216.0,5.7,8.75,9.0,,,,2018
224,1627759,Jaylen Brown,2016,1610612738,3.0,77.25,78.75,83.75,102.5,,,,,223.0,5.1,8.75,9.0,,,,2018
225,1627745,Damian Jones,2016,1610612744,30.0,82.25,83.5,87.75,107.0,37.0,144.0,36.0,143.0,244.0,6.6,8.75,10.5,,11.35,3.2,2018
226,1628404,Josh Hart,2016,1610612747,30.0,76.0,77.5,80.5,99.5,38.5,138.0,29.5,129.0,204.0,5.8,8.5,9.25,,11.15,3.2,2018
227,1627738,Deyonta Davis,2016,1610612737,31.0,81.25,82.5,86.5,108.5,,,,,237.0,9.7,9.0,9.25,,,,2018
228,1627767,Cheick Diallo,2016,1610612740,33.0,79.5,81.0,88.5,107.5,35.0,142.5,31.0,138.5,219.0,5.6,8.5,9.75,,11.24,3.26,2018
229,1627755,Tyler Ulis,2016,1610612741,34.0,68.75,70.0,74.0,88.5,38.0,126.5,32.5,121.0,149.0,5.2,7.5,7.5,,10.8,3.2,2018
230,1627755,Tyler Ulis,2016,1610612744,34.0,68.75,70.0,74.0,88.5,38.0,126.5,32.5,121.0,149.0,5.2,7.5,7.5,,10.8,3.2,2018
231,1627763,Malcolm Brogdon,2016,1610612749,36.0,75.75,77.5,82.5,98.0,35.5,133.5,30.5,128.5,223.0,5.4,9.0,10.25,,10.77,3.31,2018
232,1627778,Chinanu Onuaku,2016,1610612757,37.0,81.0,82.0,86.75,108.5,33.5,142.0,27.5,136.0,245.0,8.6,9.0,8.0,,11.65,3.5,2018
233,1627775,Patrick McCaw,2016,1610612761,38.0,77.25,78.75,82.0,100.5,38.0,138.5,30.0,130.5,181.0,4.7,8.75,8.75,,11.01,3.3,2018
234,1627775,Patrick McCaw,2016,1610612739,38.0,77.25,78.75,82.0,100.5,38.0,138.5,30.0,130.5,181.0,4.7,8.75,8.75,,11.01,3.3,2018
235,1627753,Zhou Qi,2016,1610612745,43.0,85.25,86.25,91.75,112.5,32.0,144.5,31.5,144.0,218.0,4.9,9.25,9.5,,11.27,3.46,2018
236,1627743,Demetrius Jackson,2016,1610612755,45.0,72.0,73.25,77.5,93.0,43.5,136.5,37.5,130.5,194.0,6.5,8.25,9.0,,10.81,3.25,2018
237,1627774,Jake Layman,2016,1610612757,47.0,80.0,81.25,81.25,102.0,39.5,141.5,33.0,135.0,209.0,7.1,8.25,9.25,,11.35,3.24,2018
238,1627739,Kris Dunn,2016,1610612741,5.0,75.0,76.25,81.5,100.0,,,,,,,,,,,,2018
239,1627777,Georges Niang,2016,1610612762,50.0,78.75,80.5,82.0,103.0,31.0,134.0,25.0,128.0,231.0,10.1,9.25,9.25,,11.64,3.49,2018
240,1627770,Kay Felder,2016,1610612761,54.0,68.25,69.5,74.5,88.5,44.0,132.5,35.5,124.0,177.0,5.8,8.25,8.5,,11.52,3.15,2018
241,1627772,Daniel Hamilton,2016,1610612737,56.0,78.25,80.0,81.0,103.5,29.0,132.5,26.0,129.5,197.0,6.0,9.0,8.5,,11.48,3.4,2018
242,1627766,Isaiah Cousins,2016,1610612762,59.0,75.25,76.5,78.25,98.5,37.0,135.5,30.5,129.0,194.0,4.8,8.25,8.75,,10.79,3.24,2018
243,1628417,Jaron Blossomgame,2016,1610612739,59.0,78.25,79.25,82.0,102.0,41.0,143.0,35.0,137.0,214.0,5.3,8.5,10.0,,11.53,3.2,2018
244,1628417,Jaron Blossomgame,2016,1610612759,59.0,78.25,79.25,82.0,102.0,41.0,143.0,35.0,137.0,214.0,5.3,8.5,10.0,,11.53,3.2,2018
245,1627741,Buddy Hield,2016,1610612758,6.0,75.75,77.0,81.25,101.0,,,,,212.0,6.1,8.5,9.0,,,,2018
246,1627737,Marquese Chriss,2016,1610612739,8.0,80.75,82.0,84.25,105.0,38.5,143.5,32.5,137.5,233.0,8.5,9.0,9.0,,11.93,3.26,2018
247,1627737,Marquese Chriss,2016,1610612745,8.0,80.75,82.0,84.25,105.0,38.5,143.5,32.5,137.5,233.0,8.5,9.0,9.0,,11.93,3.26,2018
248,1627751,Jakob Poeltl,2016,1610612759,9.0,84.25,85.0,86.75,111.5,,,,,239.0,5.8,9.25,10.25,,,,2018
249,1627827,Dorian Finney-Smith,2016,1610612742,,78.5,79.75,83.75,105.5,35.5,141.0,32.5,138.0,213.0,6.5,9.0,9.75,,11.01,3.27,2018
250,1627780,Gary Payton II,2016,1610612764,,74.0,75.0,80.0,99.5,38.5,138.0,31.5,131.0,184.0,4.0,8.75,9.5,,11.57,3.23,2018
251,1627780,Gary Payton II,2016,1610612757,,74.0,75.0,80.0,99.5,38.5,138.0,31.5,131.0,184.0,4.0,8.75,9.5,,11.57,3.23,2018
252,1629005,Malik Newman,2016,1610612748,,74.25,75.5,77.75,97.5,35.5,133.0,30.0,127.5,182.0,5.6,8.25,9.25,,10.88,3.28,2018
253,1629159,Marcus Lee,2016,1610612748,,81.0,82.25,87.0,107.5,35.5,143.0,28.5,136.0,211.0,5.4,9.0,9.0,,11.68,3.25,2018
254,1627758,Ron Baker,2016,1610612764,,75.25,76.25,81.75,97.5,35.5,133.0,30.0,127.5,212.0,7.9,8.75,9.5,,10.77,3.45,2018
255,1627758,Ron Baker,2016,1610612752,,75.25,76.25,81.75,97.5,35.5,133.0,30.0,127.5,212.0,7.9,8.75,9.5,,10.77,3.45,2018
256,1627786,Troy Williams,2016,1610612758,,77.75,78.75,80.25,102.0,36.0,138.0,30.0,132.0,218.0,10.0,8.25,9.25,,10.72,3.35,2018
257,1627786,Troy Williams,2016,1610612740,,77.75,78.75,80.25,102.0,36.0,138.0,30.0,132.0,218.0,10.0,8.25,9.25,,10.72,3.35,2018
258,1627782,Wayne Selden,2016,1610612741,,76.25,77.75,82.5,101.0,,,,,232.0,7.3,9.0,9.25,,,,2018
259,1627782,Wayne Selden,2016,1610612763,,76.25,77.75,82.5,101.0,,,,,232.0,7.3,9.0,9.25,,,,2018
260,1628380,Zach Collins,2017,1610612757,10.0,82.25,84.0,85.0,111.0,,,,,232.0,8.9,8.75,9.25,,,,2018
261,1628379,Luke Kennard,2017,1610612765,12.0,76.5,77.5,77.25,98.5,,,,,196.0,6.6,8.0,8.75,,,,2018
262,1628378,Donovan Mitchell,2017,1610612762,13.0,73.25,75.0,82.0,97.0,40.5,137.5,36.5,133.5,211.0,5.9,8.5,9.5,,11.53,3.01,2018
263,1628389,Bam Adebayo,2017,1610612748,14.0,80.75,81.75,86.75,108.0,38.5,146.5,33.5,141.5,243.0,5.2,9.5,8.75,,11.94,3.24,2018
264,1628383,Justin Patton,2017,1610612755,16.0,82.0,83.25,87.0,111.5,30.5,142.0,26.0,137.5,229.0,7.8,8.75,9.75,,11.8,3.46,2018
265,1628383,Justin Patton,2017,1610612750,16.0,82.0,83.25,87.0,111.5,30.5,142.0,26.0,137.5,229.0,7.8,8.75,9.75,,11.8,3.46,2018
266,1628391,D J  Wilson,2017,1610612749,17.0,80.75,82.5,87.0,109.5,,,,,234.0,6.4,9.25,10.25,,,,2018
267,1628381,John Collins,2017,1610612737,19.0,80.25,81.5,83.25,106.5,37.5,144.0,33.0,139.5,225.0,5.4,9.0,10.0,,11.66,3.27,2018
268,1628390,Terrance Ferguson,2017,1610612760,21.0,77.5,79.0,80.75,103.0,38.0,141.0,28.5,131.5,184.0,5.8,8.5,10.0,,11.16,3.32,2018
269,1628386,Jarrett Allen,2017,1610612751,22.0,81.0,82.25,89.25,109.5,35.5,145.0,31.5,141.0,234.0,7.4,9.5,10.5,,11.82,3.21,2018
270,1628384,OG Anunoby,2017,1610612761,23.0,78.25,79.75,86.25,107.5,,,,,232.0,6.8,9.25,9.5,,,,2018
271,1628399,Tyler Lydon,2017,1610612743,24.0,80.25,81.5,84.0,107.5,33.5,141.0,29.5,137.0,215.0,13.6,8.75,8.75,,11.68,3.46,2018
272,1628398,Kyle Kuzma,2017,1610612747,27.0,80.0,81.5,84.25,107.5,34.0,141.5,27.0,134.5,223.0,9.4,8.5,9.5,,10.72,3.25,2018
273,1628396,Tony Bradley,2017,1610612762,28.0,81.25,82.75,89.0,112.5,27.5,140.0,24.5,137.0,249.0,12.0,9.5,9.5,,11.79,3.44,2018
274,1628401,Derrick White,2017,1610612759,29.0,75.25,76.5,79.5,101.5,36.5,138.0,35.5,137.0,190.0,6.2,8.25,8.5,,10.84,3.08,2018
275,1628402,Frank Jackson,2017,1610612740,31.0,74.0,75.5,79.5,98.0,42.0,140.0,35.5,133.5,202.0,6.7,8.25,9.0,,10.94,3.14,2018
276,1628432,Davon Reed,2017,1610612754,32.0,76.5,77.5,84.0,102.0,36.0,138.0,28.5,130.5,206.0,6.5,9.25,9.5,,11.37,3.34,2018
277,1628432,Davon Reed,2017,1610612756,32.0,76.5,77.5,84.0,102.0,36.0,138.0,28.5,130.5,206.0,6.5,9.25,9.5,,11.37,3.34,2018
278,1628412,Frank Mason,2017,1610612758,34.0,71.0,72.0,75.25,94.0,41.0,135.0,34.0,128.0,189.0,4.3,8.0,9.25,,11.41,3.18,2018
279,1628397,Ivan Rabb,2017,1610612763,35.0,80.75,82.0,85.5,109.0,32.5,141.5,28.5,137.5,220.0,6.8,8.75,9.0,,12.68,3.35,2018
280,1628400,Semi Ojeleye,2017,1610612738,37.0,77.25,78.75,81.75,102.0,40.5,142.5,35.0,137.0,241.0,5.5,8.75,9.5,,10.58,3.16,2018
281,1628395,Jordan Bell,2017,1610612744,38.0,79.0,80.5,83.75,104.5,38.0,142.5,31.5,136.0,224.0,5.4,9.25,9.5,,10.63,3.21,2018
282,1628393,Jawun Evans,2017,1610612760,39.0,70.75,71.5,77.5,95.0,33.5,128.5,27.5,122.5,185.0,9.1,8.0,7.75,,11.34,3.21,2018
283,1628393,Jawun Evans,2017,1610612756,39.0,70.75,71.5,77.5,95.0,33.5,128.5,27.5,122.5,185.0,9.1,8.0,7.75,,11.34,3.21,2018
284,1628393,Jawun Evans,2017,1610612746,39.0,70.75,71.5,77.5,95.0,33.5,128.5,27.5,122.5,185.0,9.1,8.0,7.75,,11.34,3.21,2018
285,1628407,Dwayne Bacon,2017,1610612766,40.0,76.75,78.25,82.0,103.5,36.5,140.0,30.0,133.5,222.0,7.9,8.75,10.0,,11.7,3.22,2018
286,1628416,Tyler Dorsey,2017,1610612763,41.0,75.0,76.5,77.25,99.5,36.0,135.5,30.5,130.0,183.0,4.7,8.5,9.25,,10.55,3.16,2018
287,1628416,Tyler Dorsey,2017,1610612737,41.0,75.0,76.5,77.25,99.5,36.0,135.5,30.5,130.0,183.0,4.7,8.5,9.25,,10.55,3.16,2018
288,1628418,Thomas Bryant,2017,1610612764,42.0,81.5,82.75,90.0,112.5,33.0,145.5,25.5,138.0,248.0,9.4,9.5,10.25,,11.42,3.37,2018
289,1628422,Damyean Dotson,2017,1610612752,44.0,76.5,77.5,81.0,100.0,38.0,138.0,31.5,131.5,205.0,5.3,8.5,9.25,,11.18,3.13,2018
290,1628415,Dillon Brooks,2017,1610612763,45.0,77.0,78.0,78.0,100.5,37.5,138.0,31.0,131.5,220.0,7.5,8.25,9.25,,11.14,3.21,2018
291,1628387,Ike Anigbogu,2017,1610612754,47.0,80.5,81.75,90.25,110.5,32.5,143.0,29.5,140.0,252.0,5.4,9.5,10.0,,12.52,3.44,2018
292,1628414,Sindarius Thornwell,2017,1610612746,48.0,75.5,76.75,82.0,103.0,30.5,133.5,27.0,130.0,212.0,7.8,8.75,8.75,,11.48,3.36,2018
293,1628368,De'Aaron Fox,2017,1610612758,5.0,74.0,75.25,78.5,100.0,,,,,170.0,4.5,8.5,8.5,,,,2018
294,1628420,Monte Morris,2017,1610612743,51.0,73.25,74.5,76.0,96.5,33.5,130.0,28.0,124.5,175.0,6.9,8.25,8.75,,11.0,3.19,2018
295,1628410,Edmond Sumner,2017,1610612754,52.0,76.0,77.75,81.0,102.5,,,,,176.0,8.3,8.25,9.0,,,,2018
296,1628443,Kadeem Allen,2017,1610612752,53.0,73.0,74.25,81.25,99.5,35.5,135.0,33.0,132.5,192.0,6.4,8.5,8.75,,11.24,3.15,2018
297,1628419,Cameron Oliver,2017,1610612757,,79.0,80.25,85.25,106.5,39.5,146.0,28.0,134.5,239.0,7.7,9.5,10.25,,12.17,3.16,2018
298,1628449,Chris Boucher,2017,1610612761,,80.0,81.5,88.0,110.5,,,,,182.0,5.4,9.25,10.5,,,,2018
299,1628421,Devin Robinson,2017,1610612764,,79.0,80.25,84.75,106.0,41.5,147.5,35.5,141.5,190.0,3.2,9.25,10.25,,12.85,3.23,2018
300,1628977,Hamidou Diallo,2017,1610612760,,75.75,77.0,83.25,101.5,44.5,146.0,34.5,136.0,197.0,5.2,8.5,9.5,,10.88,3.11,2018
301,1628515,Isaiah Briscoe,2017,1610612753,,73.25,74.75,81.0,99.5,33.5,133.0,28.0,127.5,222.0,11.0,9.0,9.25,,10.95,3.38,2018
302,1628439,Isaiah Hicks,2017,1610612752,,79.25,80.5,84.5,105.0,37.0,142.0,31.5,136.5,233.0,7.7,8.75,9.75,,12.31,3.36,2018
303,1628503,Jamel Artis,2017,1610612758,,77.5,78.75,82.0,105.0,31.0,136.0,23.5,128.5,213.0,11.9,9.25,9.75,,11.62,3.44,2018
304,1628405,Johnathan Motley,2017,1610612746,,79.75,80.75,88.0,108.0,,,,,238.0,,9.0,9.5,,,,2018
305,1628424,Kobi Simmons,2017,1610612739,,75.25,76.5,78.0,99.0,38.5,137.5,30.5,129.5,166.0,5.0,8.5,9.5,,11.15,3.18,2018
306,1629021,Moritz Wagner,2017,1610612747,,82.0,83.25,84.0,108.0,32.5,140.5,25.5,133.5,231.0,6.7,8.75,10.75,,12.0,3.35,2018
307,1628959,Rawle Alkins,2017,1610612741,,74.5,75.75,80.75,99.0,40.5,139.5,31.5,130.5,223.0,11.0,8.75,10.0,,11.99,3.3,2018
308,1629118,Thomas Welsh,2017,1610612743,,83.5,84.5,84.0,109.5,,,,,254.0,10.9,9.0,10.5,,,,2018
